Date,Open,High,Low,Close,Adj Close,Volume
2020-05-19,140.33999633789062,141.8000030517578,135.25,135.82000732421875,124.8860855102539,3755600
2020-05-20,138.22999572753906,140.16000366210938,135.0399932861328,135.72000122070312,124.79412078857422,1216300
2020-05-21,135.57000732421875,136.02000427246094,130.07000732421875,134.7899932861328,123.93899536132812,1512800
2020-05-22,133.2899932861328,134.2100067138672,131.38999938964844,133.47999572753906,122.73445892333984,682600
2020-05-26,137.6199951171875,138.6699981689453,134.58999633789062,135.5800018310547,124.6654052734375,813400
2020-05-27,137.5,141.77999877929688,136.30999755859375,141.7100067138672,130.30191040039062,815200
2020-05-28,142.38999938964844,142.47999572753906,138.0,138.44000244140625,127.295166015625,1069900
2020-05-29,137.6999969482422,140.80999755859375,136.5,139.32000732421875,128.10430908203125,1324300
2020-06-01,139.55999755859375,140.6300048828125,138.49000549316406,139.7899932861328,128.53646850585938,841000
2020-06-02,141.2100067138672,141.35000610351562,138.92999267578125,139.49000549316406,128.2606201171875,540300
2020-06-03,139.75999450683594,144.6300048828125,139.75999450683594,142.32000732421875,130.86282348632812,519300
2020-06-04,141.0800018310547,142.69000244140625,140.58999633789062,142.1999969482422,130.75245666503906,498400
2020-06-05,145.07000732421875,149.16000366210938,144.55999755859375,146.10000610351562,134.3385009765625,929300
2020-06-08,146.27999877929688,149.24000549316406,145.0800018310547,146.35000610351562,134.56838989257812,920500
2020-06-09,145.22000122070312,145.7100067138672,142.3300018310547,144.2100067138672,132.6006622314453,717100
