Date,Open,High,Low,Close,Adj Close,Volume
2017-09-25,12.399999618530273,12.400099754333496,12.225000381469727,12.25,12.25,79470
2017-09-26,15.0,15.399999618530273,14.850000381469727,15.274999618530273,15.274999618530273,1341147
2017-09-27,15.25,15.300000190734863,15.100000381469727,15.25,15.25,377268
2017-09-28,15.25,15.5,15.149999618530273,15.25,15.25,327393
2017-09-29,15.300000190734863,15.449999809265137,15.199999809265137,15.300000190734863,15.300000190734863,213569
2017-10-02,15.350000381469727,15.399999618530273,15.199999809265137,15.350000381469727,15.350000381469727,272846
2017-10-03,15.300000190734863,15.475000381469727,15.25,15.350000381469727,15.350000381469727,340288
2017-10-04,15.350000381469727,15.5,15.350000381469727,15.399999618530273,15.399999618530273,694297
2017-10-05,15.399999618530273,15.5,15.350000381469727,15.5,15.5,193362
2017-10-06,15.5,15.550000190734863,15.350000381469727,15.5,15.5,219828
2017-10-09,15.5,15.649999618530273,15.449999809265137,15.5,15.5,181065
2017-10-10,15.550000190734863,15.75,15.550000190734863,15.649999618530273,15.649999618530273,347150
2017-10-11,15.600000381469727,15.949999809265137,15.600000381469727,15.850000381469727,15.850000381469727,213519
2017-10-12,15.850000381469727,15.899999618530273,15.600000381469727,15.699999809265137,15.699999809265137,166658
2017-10-13,15.75,15.75,15.550000190734863,15.649999618530273,15.649999618530273,91716
2017-10-16,15.699999809265137,15.699999809265137,15.5,15.649999618530273,15.649999618530273,178828
2017-10-17,15.600000381469727,15.699999809265137,15.550000190734863,15.600000381469727,15.600000381469727,109855
2017-10-18,15.649999618530273,15.75,15.625,15.649999618530273,15.649999618530273,107443
2017-10-19,15.600000381469727,15.649999618530273,15.449999809265137,15.600000381469727,15.600000381469727,68883
2017-10-20,15.699999809265137,15.699999809265137,15.550000190734863,15.649999618530273,15.649999618530273,69550
2017-10-23,15.649999618530273,15.649999618530273,15.5,15.550000190734863,15.550000190734863,149511
2017-10-24,15.600000381469727,15.649999618530273,15.550000190734863,15.600000381469727,15.600000381469727,107813
2017-10-25,15.600000381469727,15.649999618530273,15.449999809265137,15.5,15.5,161638
2017-10-26,15.550000190734863,15.649999618530273,15.350000381469727,15.449999809265137,15.449999809265137,166105
2017-10-27,15.5,15.5,15.324999809265137,15.449999809265137,15.449999809265137,119968
